Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
HLA-C	6p21.33	14.43	14.08	1.08	1.15	0.35	5.131e-3	0.0398	(A) Black or African American
MMP2	16q12.2	11.64	12.15	1.58	1.56	-0.51	5.133e-3	0.0398	(B) White
COQ10A	12q13.3	7.62	7.41	0.65	0.64	0.21	5.142e-3	0.0399	(A) Black or African American
TRAF5	1q32.3	8.84	9.19	1.08	1.12	-0.35	5.142e-3	0.0399	(B) White
LINC00284	13q14.11	5.49	4.86	1.93	2.16	0.64	5.146e-3	0.0399	(A) Black or African American
WHAMMP2	15q13.1	3.80	3.38	1.30	1.25	0.41	5.158e-3	0.0400	(A) Black or African American
TLE5	19p13.3	12.92	13.15	0.74	0.65	-0.23	5.168e-3	0.0400	(B) White
MYOCD	17p12	2.58	3.25	2.10	2.07	-0.67	5.176e-3	0.0401	(B) White
ALKBH2	12q24.11	8.79	8.56	0.71	0.70	0.23	5.181e-3	0.0401	(A) Black or African American
DCAF8	1q23.2	11.13	10.97	0.47	0.49	0.15	5.181e-3	0.0401	(A) Black or African American
FAM32A	19p13.11	11.11	10.95	0.52	0.45	0.16	5.184e-3	0.0401	(A) Black or African American
CDK3	17q25.1	8.16	7.87	0.89	0.95	0.29	5.189e-3	0.0401	(A) Black or African American
SAFB	19p13.3	11.19	11.07	0.36	0.40	0.12	5.195e-3	0.0401	(A) Black or African American
LUZP1	1p36.12	9.28	9.46	0.57	0.57	-0.18	5.211e-3	0.0402	(B) White
ZNF226	19q13.31	8.24	8.05	0.58	0.59	0.19	5.237e-3	0.0404	(A) Black or African American
MTCL1	18p11.22	7.77	7.14	1.97	1.96	0.63	5.240e-3	0.0404	(A) Black or African American
ING5	2q37.3	8.89	8.70	0.60	0.58	0.19	5.250e-3	0.0405	(A) Black or African American
SREBF1	17p11.2	11.52	11.78	0.84	0.75	-0.26	5.260e-3	0.0405	(B) White
FBXO16	8p21.1	6.78	7.12	1.10	0.89	-0.34	5.274e-3	0.0406	(B) White
SKIDA1	10p12.31	2.96	2.32	2.05	1.75	0.64	5.293e-3	0.0408	(A) Black or African American
HNRNPCL2	1p36.21	0.87	0.65	0.71	0.66	0.22	5.304e-3	0.0408	(A) Black or African American
GRIP2	3p25.1	2.13	2.55	1.28	1.42	-0.42	5.307e-3	0.0408	(B) White
UCP2	11q13.4	12.45	12.79	1.10	1.00	-0.35	5.319e-3	0.0409	(B) White
METAP2	12q22	10.82	10.68	0.43	0.47	0.14	5.326e-3	0.0409	(A) Black or African American
RSBN1L	7q11.23	8.29	8.48	0.63	0.57	-0.20	5.328e-3	0.0409	(B) White
PCDH18	4q28.3	7.68	8.07	1.21	1.28	-0.39	5.335e-3	0.0410	(B) White
HOOK3	8p11.21	9.90	10.14	0.76	0.69	-0.24	5.349e-3	0.0411	(B) White
ZNF322P1	9q22.33	5.09	4.88	0.65	0.68	0.21	5.369e-3	0.0412	(A) Black or African American
HSD17B13	4q22.1	2.25	2.62	1.16	1.17	-0.37	5.372e-3	0.0412	(B) White
GRM1	6q24.3	1.98	1.56	1.32	1.31	0.42	5.375e-3	0.0412	(A) Black or African American
ARPC5L	9q33.3	10.08	9.90	0.59	0.47	0.18	5.377e-3	0.0412	(A) Black or African American
TTC3	21q22.13	12.12	12.29	0.54	0.52	-0.17	5.378e-3	0.0412	(B) White
MIA3	1q41	10.62	10.82	0.61	0.61	-0.19	5.382e-3	0.0412	(B) White
MOB1B	4q13.3	9.72	9.50	0.65	0.72	0.21	5.384e-3	0.0412	(A) Black or African American
PURA	5q31.3	7.89	8.10	0.68	0.60	-0.21	5.389e-3	0.0412	(B) White
MFSD9	2q12.1	7.52	7.72	0.64	0.59	-0.20	5.392e-3	0.0412	(B) White
TGFB3	14q24.3	7.70	8.04	1.08	1.05	-0.34	5.395e-3	0.0412	(B) White
ZNF609	15q22.31	10.05	10.25	0.65	0.56	-0.20	5.398e-3	0.0412	(B) White
PLXNA3	Xq28	9.89	10.12	0.73	0.71	-0.23	5.417e-3	0.0414	(B) White
SART1	11q13.1	10.82	10.64	0.58	0.54	0.18	5.420e-3	0.0414	(A) Black or African American
SOX7	8p23.1	5.91	6.29	1.20	1.17	-0.38	5.420e-3	0.0414	(B) White
ENOX2	Xq26.1	7.97	7.80	0.55	0.56	0.18	5.424e-3	0.0414	(A) Black or African American
TUSC2	3p21.31	9.59	9.40	0.61	0.49	0.19	5.431e-3	0.0414	(A) Black or African American
SLC26A2	5q32	10.57	11.05	1.54	1.42	-0.48	5.431e-3	0.0414	(B) White
ZCWPW1	7q22.1	6.48	6.14	1.09	0.87	0.33	5.439e-3	0.0414	(A) Black or African American
ATP5ME	4p16.3	11.15	10.87	0.90	0.81	0.28	5.439e-3	0.0414	(A) Black or African American
FAM30A	14q32.33	3.03	2.36	2.12	2.01	0.67	5.450e-3	0.0415	(A) Black or African American
BMP5	6p12.1	1.09	1.69	1.79	2.27	-0.61	5.463e-3	0.0415	(B) White
AGAP11	10q23.2	3.61	4.04	1.39	1.25	-0.43	5.468e-3	0.0415	(B) White
LRP2	2q31.1	4.91	3.90	3.25	2.91	1.01	5.468e-3	0.0415	(A) Black or African American
PHF5A	22q13.2	9.16	9.01	0.51	0.46	0.16	5.471e-3	0.0415	(A) Black or African American
PCDHB7	5q31.3	4.92	5.30	1.15	1.34	-0.38	5.471e-3	0.0415	(B) White
PLPBP	8p11.23	9.72	9.90	0.54	0.53	-0.17	5.474e-3	0.0416	(B) White
NPSR1	7p14.3	0.46	0.74	0.72	1.27	-0.28	5.480e-3	0.0416	(B) White
FLJ37201	10q23.31	3.42	3.11	0.98	1.00	0.31	5.483e-3	0.0416	(A) Black or African American
DCAF6	1q24.2	10.67	10.50	0.54	0.56	0.17	5.501e-3	0.0417	(A) Black or African American
C5ORF56	5q31.1	6.27	6.00	0.87	0.78	0.27	5.509e-3	0.0417	(A) Black or African American
MPLKIP	7p14.1	9.29	9.11	0.55	0.60	0.18	5.512e-3	0.0417	(A) Black or African American
HOXA10	7p15.2	9.48	10.04	1.77	1.84	-0.57	5.519e-3	0.0418	(B) White
BAG3	10q26.11	9.86	10.08	0.69	0.79	-0.23	5.528e-3	0.0418	(B) White
ZC3HAV1	7q34	9.95	10.12	0.52	0.60	-0.17	5.531e-3	0.0418	(B) White
CEACAM1	19q13.2	8.61	9.20	1.87	1.72	-0.59	5.535e-3	0.0418	(B) White
TRIM66	11p15.4	7.32	7.57	0.80	0.75	-0.25	5.536e-3	0.0418	(B) White
AMMECR1	Xq23	8.94	9.20	0.85	0.77	-0.27	5.570e-3	0.0421	(B) White
ATXN7	3p14.1	8.85	9.05	0.63	0.62	-0.20	5.572e-3	0.0421	(B) White
RNF19B	1p35.1	8.76	8.55	0.62	0.79	0.21	5.579e-3	0.0421	(A) Black or African American
ZNF430	19p12	6.07	6.49	1.36	1.03	-0.41	5.582e-3	0.0421	(B) White
FBXO44	1p36.22	8.98	8.70	0.90	0.74	0.28	5.587e-3	0.0421	(A) Black or African American
AGBL3	7q33	2.94	2.62	1.02	1.01	0.32	5.603e-3	0.0422	(A) Black or African American
ZNF41	Xp11.3	7.38	7.62	0.78	0.65	-0.24	5.607e-3	0.0422	(B) White
RPL13A	19q13.33	14.78	14.55	0.73	0.68	0.23	5.607e-3	0.0422	(A) Black or African American
GPR108	19p13.3	10.00	10.15	0.46	0.55	-0.15	5.619e-3	0.0423	(B) White
CCDC77	12p13.33	7.94	7.73	0.67	0.64	0.21	5.621e-3	0.0423	(A) Black or African American
POPDC3	6q21	3.30	2.62	2.18	2.07	0.68	5.625e-3	0.0423	(A) Black or African American
ZRANB2	1p31.1	10.60	10.43	0.47	0.64	0.16	5.645e-3	0.0424	(A) Black or African American
CCDC89	11q14.1	4.49	3.94	1.73	1.72	0.55	5.653e-3	0.0425	(A) Black or African American
PM20D1	1q32.1	1.30	0.85	1.55	0.92	0.46	5.654e-3	0.0425	(A) Black or African American
SIDT1	3q13.2	6.18	6.77	1.84	1.98	-0.59	5.655e-3	0.0425	(B) White
GLTP	12q24.11	10.52	10.70	0.55	0.56	-0.17	5.661e-3	0.0425	(B) White
CBX1	17q21.32	11.10	10.90	0.63	0.64	0.20	5.663e-3	0.0425	(A) Black or African American
SWI5	9q34.11	8.75	8.50	0.85	0.64	0.26	5.670e-3	0.0425	(A) Black or African American
HOMEZ	14q11.2	8.83	8.98	0.47	0.45	-0.15	5.674e-3	0.0425	(B) White
ENSA	1q21.3	12.25	12.08	0.56	0.55	0.18	5.681e-3	0.0426	(A) Black or African American
MAP2K7	19p13.2	10.02	10.16	0.43	0.49	-0.14	5.685e-3	0.0426	(B) White
SNRNP40	1p35.2	9.52	9.32	0.62	0.65	0.20	5.690e-3	0.0426	(A) Black or African American
DHX16	6p21.33	9.96	9.83	0.39	0.44	0.13	5.691e-3	0.0426	(A) Black or African American
EP400P1	12q24.33	6.50	6.70	0.64	0.64	-0.20	5.701e-3	0.0426	(B) White
SUSD3	9q22.31	6.70	6.22	1.54	1.46	0.48	5.707e-3	0.0427	(A) Black or African American
FOXN3	14q31.3-q32.11	9.60	9.82	0.74	0.65	-0.23	5.712e-3	0.0427	(B) White
GRAMD2A	15q23	6.77	6.25	1.68	1.57	0.53	5.720e-3	0.0427	(A) Black or African American
GDF9	5q31.1	4.22	3.98	0.79	0.76	0.25	5.728e-3	0.0428	(A) Black or African American
ITGBL1	13q33.1	3.82	4.43	1.92	1.96	-0.61	5.729e-3	0.0428	(B) White
LPIN3	20q12	8.84	8.57	0.82	0.93	0.27	5.740e-3	0.0428	(A) Black or African American
COPRS	17q11.2	9.87	9.65	0.72	0.60	0.22	5.745e-3	0.0428	(A) Black or African American
PEX3	6q24.2	8.13	7.95	0.56	0.60	0.18	5.747e-3	0.0428	(A) Black or African American
GSTK1	7q34	11.32	11.51	0.55	0.67	-0.18	5.762e-3	0.0429	(B) White
PSD2	5q31.2	2.91	2.41	1.59	1.56	0.50	5.763e-3	0.0429	(A) Black or African American
RBM25	14q24.2	10.96	11.15	0.59	0.68	-0.19	5.782e-3	0.0430	(B) White
TEX261	2p13.3	10.87	11.00	0.43	0.38	-0.13	5.784e-3	0.0430	(B) White
GGT7	20q11.22	8.99	8.70	0.89	1.02	0.29	5.787e-3	0.0430	(A) Black or African American
FLVCR2	14q24.3	6.11	5.77	1.05	1.10	0.34	5.793e-3	0.0431	(A) Black or African American
FKBP4	12p13.33	12.22	12.01	0.66	0.66	0.21	5.807e-3	0.0432	(A) Black or African American
CLP1	11q12.1	8.05	7.91	0.45	0.46	0.14	5.811e-3	0.0432	(A) Black or African American
TENT4B	16q12.1	8.77	8.97	0.62	0.78	-0.21	5.836e-3	0.0433	(B) White
NRGN	11q24.2	6.87	7.27	1.30	1.23	-0.41	5.860e-3	0.0435	(B) White
IDE	10q23.33	8.69	8.98	0.95	0.79	-0.29	5.861e-3	0.0435	(B) White
RAMAC	15q25.2	8.77	8.61	0.50	0.45	0.15	5.867e-3	0.0435	(A) Black or African American
AKAP8	19p13.12	9.65	9.51	0.44	0.40	0.14	5.868e-3	0.0435	(A) Black or African American
ABLIM1	10q25.3	11.17	11.52	1.14	1.01	-0.35	5.869e-3	0.0435	(B) White
SYTL1	1p36.11	9.64	10.06	1.39	1.17	-0.43	5.880e-3	0.0436	(B) White
MACROD2	20p12.1	7.33	6.74	1.89	1.76	0.59	5.891e-3	0.0436	(A) Black or African American
CLEC2D	12p13.31	9.07	8.89	0.52	0.71	0.18	5.894e-3	0.0436	(A) Black or African American
UBL5	19p13.2	11.41	11.19	0.72	0.66	0.22	5.911e-3	0.0437	(A) Black or African American
RGL3	19p13.2	9.94	9.60	1.02	1.28	0.34	5.913e-3	0.0437	(A) Black or African American
DKC1	Xq28	10.67	10.49	0.59	0.55	0.18	5.919e-3	0.0437	(A) Black or African American
TG	8q24.22	2.78	3.23	1.34	1.71	-0.45	5.921e-3	0.0437	(B) White
ATN1	12p13.31	12.52	12.71	0.59	0.55	-0.18	5.949e-3	0.0439	(B) White
ANKRD17	4q13.3	10.78	11.00	0.72	0.56	-0.22	5.955e-3	0.0439	(B) White
SLC7A5	16q24.2	10.85	11.26	1.34	1.25	-0.42	5.955e-3	0.0439	(B) White
FLCN	17p11.2	9.04	9.20	0.48	0.51	-0.15	5.973e-3	0.0441	(B) White
SESN2	1p35.3	8.87	9.07	0.62	0.71	-0.20	5.987e-3	0.0441	(B) White
KIAA1755	20q11.23	5.35	5.82	1.48	1.57	-0.47	5.989e-3	0.0441	(B) White
CFAP36	2p16.1	10.44	10.23	0.65	0.72	0.21	5.990e-3	0.0441	(A) Black or African American
TNFRSF6B	20q13.33	6.96	7.38	1.25	1.67	-0.43	5.992e-3	0.0441	(B) White
MT1X	16q13	8.98	9.36	1.20	1.16	-0.38	5.993e-3	0.0441	(B) White
PSAP	10q22.1	14.86	14.68	0.55	0.61	0.18	5.994e-3	0.0441	(A) Black or African American
C9ORF43	9q32	4.02	3.71	0.99	0.99	0.31	6.001e-3	0.0441	(A) Black or African American
ZRANB1	10q26.13	9.79	9.64	0.49	0.42	0.15	6.016e-3	0.0442	(A) Black or African American
LINC01278	Xq11.1	8.93	9.20	0.88	0.70	-0.26	6.021e-3	0.0442	(B) White
PLEKHA2	8p11.22	9.92	10.12	0.64	0.66	-0.20	6.024e-3	0.0442	(B) White
TERC	3q26.2	1.31	0.96	1.11	1.06	0.35	6.027e-3	0.0442	(A) Black or African American
TMEM14A	6p12.2	9.04	8.85	0.61	0.64	0.20	6.031e-3	0.0443	(A) Black or African American
MADD	11p11.2	9.78	9.95	0.53	0.46	-0.16	6.038e-3	0.0443	(B) White
PRINS	10p12.1	2.05	2.44	1.23	1.15	-0.38	6.070e-3	0.0445	(B) White
MAML2	11q21	7.39	7.83	1.44	1.15	-0.44	6.107e-3	0.0448	(B) White
DHFR	5q14.1	8.59	8.85	0.85	0.80	-0.26	6.118e-3	0.0448	(B) White
MYO9A	15q23	6.90	7.25	1.17	0.96	-0.36	6.124e-3	0.0448	(B) White
BCAR1	16q23.1	10.60	10.78	0.57	0.59	-0.18	6.130e-3	0.0449	(B) White
LTBR	12p13.31	11.46	11.65	0.63	0.60	-0.20	6.132e-3	0.0449	(B) White
NDUFB9	8q24.13	11.58	11.32	0.86	0.67	0.26	6.133e-3	0.0449	(A) Black or African American
MAP3K9	14q24.2	6.26	6.54	0.90	0.87	-0.28	6.138e-3	0.0449	(B) White
DNPH1	6p21.1	9.95	9.68	0.88	0.87	0.28	6.140e-3	0.0449	(A) Black or African American
COX20	1q44	9.93	10.12	0.59	0.69	-0.19	6.149e-3	0.0449	(B) White
RAB11FIP1	8p11.23	10.50	10.83	1.09	0.96	-0.33	6.159e-3	0.0450	(B) White
C22ORF23	22q13.1	5.88	5.53	1.16	0.96	0.35	6.169e-3	0.0450	(A) Black or African American
ARMC7	17q25.1	8.94	8.72	0.73	0.59	0.22	6.177e-3	0.0451	(A) Black or African American
RSRC1	3q25.32	7.16	6.74	1.28	1.48	0.42	6.179e-3	0.0451	(A) Black or African American
MTX2	2q31.1	9.62	9.47	0.48	0.50	0.15	6.181e-3	0.0451	(A) Black or African American
METTL23	17q25.1	8.78	8.63	0.48	0.46	0.15	6.194e-3	0.0451	(A) Black or African American
ITPKC	19q13.2	9.88	9.66	0.72	0.53	0.21	6.194e-3	0.0451	(A) Black or African American
MCRS1	12q13.12	10.62	10.49	0.42	0.40	0.13	6.224e-3	0.0453	(A) Black or African American
TRPM7	15q21.2	9.24	9.48	0.79	0.71	-0.24	6.234e-3	0.0454	(B) White
SLC12A3	16q13	3.23	2.50	2.40	2.07	0.73	6.270e-3	0.0456	(A) Black or African American
ARHGAP17	16p12.1	10.27	10.45	0.60	0.46	-0.18	6.275e-3	0.0456	(B) White
CD2BP2	16p11.2	11.11	10.93	0.59	0.49	0.18	6.276e-3	0.0456	(A) Black or African American
HEXA	15q23	11.10	11.28	0.55	0.61	-0.18	6.279e-3	0.0456	(B) White
ARHGEF11	1q23.1	10.44	10.65	0.70	0.54	-0.21	6.285e-3	0.0456	(B) White
AHSA2P	2p15	8.78	8.50	0.86	0.96	0.28	6.293e-3	0.0457	(A) Black or African American
AIF1	6p21.33	7.71	7.29	1.34	1.25	0.41	6.299e-3	0.0457	(A) Black or African American
CD47	3q13.12	11.49	11.16	1.09	0.90	0.33	6.302e-3	0.0457	(A) Black or African American
COQ10B	2q33.1	8.94	9.11	0.53	0.55	-0.17	6.304e-3	0.0457	(B) White
SLC25A5	Xq24	12.35	12.13	0.69	0.74	0.22	6.319e-3	0.0458	(A) Black or African American
MAP3K20	2q31.1	9.97	10.22	0.78	0.83	-0.25	6.325e-3	0.0458	(B) White
ZNF252P	8q24.3	9.20	9.04	0.53	0.53	0.17	6.331e-3	0.0458	(A) Black or African American
ZFYVE9	1p32.3	9.12	8.95	0.56	0.56	0.17	6.339e-3	0.0459	(A) Black or African American
NEMP2	2q32.2	6.84	6.61	0.72	0.69	0.22	6.343e-3	0.0459	(A) Black or African American
ZNF394	7q22.1	8.85	8.69	0.54	0.44	0.16	6.358e-3	0.0460	(A) Black or African American
LTBP2	14q24.3	9.57	9.95	1.20	1.19	-0.38	6.376e-3	0.0461	(B) White
PRR26	10p15.3	3.99	4.59	1.95	1.79	-0.60	6.377e-3	0.0461	(B) White
KIF1A	2q37.3	9.63	8.65	3.09	3.26	0.98	6.379e-3	0.0461	(A) Black or African American
SFN	1p36.11	10.80	11.36	1.81	1.72	-0.56	6.385e-3	0.0461	(B) White
RHOF	12q24.31	8.47	7.84	1.98	2.09	0.63	6.390e-3	0.0461	(A) Black or African American
MAMDC2	9q21.12	3.94	3.31	2.03	1.94	0.63	6.393e-3	0.0461	(A) Black or African American
ZFP36L1	14q24.1	12.91	13.18	0.88	0.81	-0.27	6.396e-3	0.0461	(B) White
SLC37A1	21q22.3	9.41	9.67	0.83	0.82	-0.26	6.417e-3	0.0463	(B) White
ATP6V0D1	16q22.1	10.63	10.85	0.68	0.72	-0.22	6.433e-3	0.0463	(B) White
HLA-A	6p22.1	14.86	14.50	1.16	1.19	0.37	6.434e-3	0.0463	(A) Black or African American
USP44	12q22	3.86	3.21	2.13	1.91	0.65	6.438e-3	0.0463	(A) Black or African American
FLJ42393	3q27.3	0.52	0.76	0.69	0.91	-0.23	6.444e-3	0.0464	(B) White
VMAC	19p13.3	7.23	7.57	1.08	1.08	-0.34	6.467e-3	0.0465	(B) White
PCK1	20q13.31	4.67	3.74	2.95	2.97	0.92	6.485e-3	0.0466	(A) Black or African American
SENP5	3q29	9.58	9.41	0.58	0.50	0.18	6.505e-3	0.0467	(A) Black or African American
C2ORF48	2p25.1	3.12	2.67	1.44	1.38	0.45	6.507e-3	0.0467	(A) Black or African American
ZNF337	20p11.21	8.96	8.76	0.61	0.69	0.19	6.512e-3	0.0468	(A) Black or African American
DLG5	10q22.3	10.78	11.02	0.80	0.75	-0.25	6.523e-3	0.0468	(B) White
ISCU	12q23.3	10.15	10.02	0.42	0.40	0.13	6.532e-3	0.0469	(A) Black or African American
RAD51C	17q22	8.09	7.92	0.57	0.55	0.18	6.549e-3	0.0470	(A) Black or African American
HENMT1	1p13.3	7.03	6.44	1.94	1.77	0.59	6.553e-3	0.0470	(A) Black or African American
WDR61	15q25.1	9.63	9.49	0.48	0.41	0.15	6.554e-3	0.0470	(A) Black or African American
KCNJ16	17q24.3	4.24	3.33	2.98	2.68	0.91	6.557e-3	0.0470	(A) Black or African American
ERP29	12q24.13	12.42	12.22	0.66	0.59	0.20	6.558e-3	0.0470	(A) Black or African American
RRAGB	Xp11.21	7.91	7.68	0.74	0.73	0.23	6.560e-3	0.0470	(A) Black or African American
CASP12	11q22.3	1.43	1.07	1.21	0.96	0.36	6.579e-3	0.0471	(A) Black or African American
CABLES1	18q11.2	9.83	9.55	0.92	0.81	0.28	6.600e-3	0.0472	(A) Black or African American
PCSK5	9q21.13	5.97	5.45	1.64	1.72	0.52	6.608e-3	0.0472	(A) Black or African American
IMPG2	3q12.3	2.44	1.93	1.70	1.39	0.51	6.608e-3	0.0472	(A) Black or African American
BLOC1S4	4p16.1	8.72	8.58	0.46	0.49	0.15	6.611e-3	0.0472	(A) Black or African American
CETN3	5q14.3	8.25	8.05	0.62	0.71	0.20	6.615e-3	0.0472	(A) Black or African American
NAPA	19q13.32-q13.33	11.51	11.68	0.54	0.47	-0.16	6.632e-3	0.0473	(B) White
JAM3	11q25	7.54	7.87	1.04	1.00	-0.32	6.639e-3	0.0473	(B) White
HCFC1R1	16p13.3	10.01	10.29	0.94	0.80	-0.28	6.644e-3	0.0473	(B) White
SUSD2	22q11.23	8.34	8.85	1.60	1.82	-0.51	6.646e-3	0.0473	(B) White
TNIP2	4p16.3	9.97	9.80	0.60	0.50	0.18	6.647e-3	0.0473	(A) Black or African American
HMGN2P46	15q21.1	6.18	5.94	0.75	0.82	0.24	6.649e-3	0.0473	(A) Black or African American
BCKDHB	6q14.1	8.57	8.33	0.78	0.76	0.24	6.650e-3	0.0473	(A) Black or African American
ENG	9q34.11	11.12	11.36	0.77	0.79	-0.24	6.660e-3	0.0474	(B) White
ZNF329	19q13.43	8.06	7.87	0.60	0.64	0.19	6.667e-3	0.0474	(A) Black or African American
CDYL	6p25.1	9.26	9.08	0.61	0.54	0.18	6.670e-3	0.0474	(A) Black or African American
ATAD3C	1p36.33	6.04	6.42	1.18	1.37	-0.38	6.685e-3	0.0475	(B) White
DISC1	1q42.2	7.38	7.72	1.08	1.08	-0.34	6.702e-3	0.0476	(B) White
ANGPTL6	19p13.2	2.33	1.97	1.15	1.14	0.36	6.713e-3	0.0477	(A) Black or African American
MKKS	20p12.2	9.80	9.66	0.43	0.40	0.13	6.728e-3	0.0478	(A) Black or African American
STOX1	10q22.1	7.63	7.23	1.28	1.30	0.40	6.730e-3	0.0478	(A) Black or African American
PTPN12	7q11.23	10.62	10.82	0.64	0.61	-0.20	6.742e-3	0.0478	(B) White
KLK12	19q13.41	2.31	3.03	2.25	2.62	-0.72	6.749e-3	0.0479	(B) White
SLC7A10	19q13.11	2.05	1.38	2.25	1.85	0.67	6.755e-3	0.0479	(A) Black or African American
MRVI1	11p15.4	7.53	7.91	1.24	1.22	-0.38	6.756e-3	0.0479	(B) White
FAM182A	20p11.1	2.08	1.69	1.29	1.21	0.40	6.760e-3	0.0479	(A) Black or African American
RHOU	1q42.13	9.95	9.60	1.07	1.25	0.34	6.762e-3	0.0479	(A) Black or African American
VAC14	16q22.1-q22.2	10.21	10.35	0.46	0.45	-0.14	6.768e-3	0.0479	(B) White
FBXO2	1p36.22	7.44	6.78	2.13	2.22	0.67	6.777e-3	0.0479	(A) Black or African American
L3MBTL1	20q13.12	7.35	7.06	0.92	0.99	0.29	6.788e-3	0.0480	(A) Black or African American
TRA2B	3q27.2	11.50	11.38	0.36	0.41	0.12	6.801e-3	0.0481	(A) Black or African American
ECM1	1q21.2	8.65	9.11	1.49	1.47	-0.46	6.806e-3	0.0481	(B) White
POGLUT3	11q22.3	9.45	9.74	0.96	0.89	-0.29	6.807e-3	0.0481	(B) White
GNL1	6p21.33	10.78	10.59	0.63	0.54	0.19	6.814e-3	0.0481	(A) Black or African American
LCN10	9q34.3	3.82	3.08	2.43	2.26	0.74	6.847e-3	0.0483	(A) Black or African American
ELOVL2	6p24.2	3.85	3.28	1.85	1.75	0.57	6.865e-3	0.0484	(A) Black or African American
CHST3	10q22.1	9.01	9.35	1.14	1.01	-0.34	6.866e-3	0.0484	(B) White
RASA4	7q22.1	7.46	7.17	0.94	0.93	0.29	6.869e-3	0.0484	(A) Black or African American
MIR155HG	-	4.57	4.13	1.39	1.59	0.44	6.869e-3	0.0484	(A) Black or African American
IGBP1	Xq13.1	10.54	10.39	0.50	0.48	0.15	6.884e-3	0.0484	(A) Black or African American
STUB1	16p13.3	10.74	10.53	0.69	0.57	0.21	6.885e-3	0.0484	(A) Black or African American
ZFYVE1	14q24.2	8.74	8.88	0.46	0.44	-0.14	6.886e-3	0.0484	(B) White
S100P	4p16.1	5.09	5.89	2.57	2.69	-0.80	6.886e-3	0.0484	(B) White
GGNBP2	17q12	10.06	9.93	0.45	0.37	0.13	6.887e-3	0.0484	(A) Black or African American
SECISBP2	9q22.2	9.56	9.41	0.51	0.47	0.16	6.889e-3	0.0484	(A) Black or African American
RPS6	9p22.1	15.38	15.18	0.65	0.68	0.20	6.895e-3	0.0484	(A) Black or African American
ELP2	18q12.2	10.16	10.01	0.49	0.43	0.15	6.898e-3	0.0484	(A) Black or African American
GSTM2P1	6q21	1.26	0.97	0.93	0.94	0.29	6.905e-3	0.0485	(A) Black or African American
SLC49A4	3q21.1	8.28	8.13	0.48	0.57	0.16	6.909e-3	0.0485	(A) Black or African American
TRIM37	17q22	9.50	9.33	0.55	0.58	0.17	6.921e-3	0.0485	(A) Black or African American
GLI2	2q14.2	4.61	5.07	1.52	1.45	-0.47	6.941e-3	0.0486	(B) White
MEP1A	6p12.3	1.42	1.90	1.45	1.82	-0.48	6.942e-3	0.0486	(B) White
SOX4	6p22.3	12.59	12.84	0.79	0.81	-0.25	6.953e-3	0.0487	(B) White
SLC14A1	18q12.3	4.79	5.61	2.64	2.70	-0.82	6.958e-3	0.0487	(B) White
CLUAP1	16p13.3	9.28	9.06	0.76	0.53	0.22	6.975e-3	0.0488	(A) Black or African American
PIPSL	10q23.33	7.68	7.51	0.55	0.59	0.17	6.980e-3	0.0488	(A) Black or African American
RAET1L	6q25.1	1.66	2.10	1.40	1.47	-0.44	6.984e-3	0.0488	(B) White
YBX1	1p34.2	13.23	13.05	0.58	0.62	0.18	6.985e-3	0.0488	(A) Black or African American
SEMA3B	3p21.31	9.59	9.16	1.37	1.43	0.43	6.986e-3	0.0488	(A) Black or African American
GDF1	19p13.11	3.99	3.32	2.16	2.13	0.67	6.988e-3	0.0488	(A) Black or African American
SNX31	8q22.3	1.71	1.25	1.56	1.24	0.46	6.989e-3	0.0488	(A) Black or African American
RTL8A	Xq26.3	10.21	10.40	0.59	0.65	-0.19	6.991e-3	0.0488	(B) White
ZNF425	7q36.1	5.99	6.29	1.02	0.88	-0.31	6.992e-3	0.0488	(B) White
BCAP29	7q22.3	9.72	9.90	0.55	0.64	-0.18	6.997e-3	0.0488	(B) White
PPP2R1B	11q23.1	9.55	9.76	0.69	0.61	-0.21	6.999e-3	0.0488	(B) White
MICOS10	1p36.13	10.41	10.21	0.69	0.56	0.20	7.000e-3	0.0488	(A) Black or African American
PIDD1	11p15.5	8.93	9.17	0.82	0.72	-0.25	7.004e-3	0.0488	(B) White
MBD4	3q21.3	9.74	9.61	0.42	0.53	0.14	7.006e-3	0.0488	(A) Black or African American
GNG3	11q12.3	2.72	2.40	1.03	1.03	0.32	7.011e-3	0.0488	(A) Black or African American
EIF3G	19p13.2	11.84	11.63	0.71	0.57	0.21	7.014e-3	0.0488	(A) Black or African American
PNMA3	Xq28	5.85	4.91	3.12	2.80	0.94	7.021e-3	0.0488	(A) Black or African American
BMP4	14q22.2	6.54	7.14	1.88	2.08	-0.59	7.030e-3	0.0488	(B) White
LIMA1	12q13.12	10.04	10.29	0.82	0.77	-0.25	7.032e-3	0.0488	(B) White
LIG3	17q12	9.48	9.32	0.53	0.47	0.16	7.033e-3	0.0488	(A) Black or African American
MYO3A	10p12.1	1.43	0.80	2.14	1.56	0.63	7.036e-3	0.0488	(A) Black or African American
LDAH	2p24.1	7.63	7.07	1.83	1.64	0.55	7.037e-3	0.0488	(A) Black or African American
IL32	16p13.3	10.28	10.76	1.61	1.46	-0.49	7.049e-3	0.0489	(B) White
LOC145783	15q21.3	4.98	4.69	0.92	1.01	0.29	7.050e-3	0.0489	(A) Black or African American
