Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
C5ORF34	5p12	6.28	6.13	0.52	0.76	0.14	0.0754	0.309	(A) Black or African American
ZDHHC5	11q12.1	11.58	11.52	0.22	0.28	0.06	0.0754	0.309	(A) Black or African American
GALNT18	11p15.4	7.81	7.49	1.25	1.20	0.32	0.0755	0.309	(A) Black or African American
CALHM2	10q24.33	7.21	7.47	1.04	1.00	-0.26	0.0755	0.309	(B) White
FOLR3	11q13.4	0.96	0.68	1.14	0.89	0.28	0.0755	0.309	(A) Black or African American
BNIP3L	8p21.2	9.95	10.15	0.79	0.79	-0.20	0.0755	0.309	(B) White
DNAJB11	3q27.3	10.57	10.67	0.37	0.38	-0.09	0.0755	0.309	(B) White
APBB1	11p15.4	6.65	7.00	1.41	1.21	-0.35	0.0756	0.309	(B) White
LAMB2P1	3p21.31	3.30	3.04	1.03	0.99	0.26	0.0756	0.309	(A) Black or African American
COPS2	15q21.1	10.30	10.42	0.47	0.49	-0.12	0.0756	0.309	(B) White
STMN2	8q21.13	4.30	4.77	1.81	2.12	-0.47	0.0756	0.309	(B) White
ADA2	22q11.1	8.33	8.71	1.47	1.49	-0.37	0.0756	0.309	(B) White
TIGAR	12p13.32	8.69	8.84	0.57	0.73	-0.15	0.0757	0.309	(B) White
NSL1	1q32.3	8.72	8.82	0.37	0.47	-0.10	0.0757	0.309	(B) White
ZXDC	3q21.3	10.01	9.92	0.39	0.36	0.10	0.0757	0.309	(A) Black or African American
RPL35	9q33.3	13.32	13.46	0.53	0.69	-0.14	0.0757	0.310	(B) White
TAS1R1	1p36.31	1.14	0.85	1.16	0.93	0.29	0.0758	0.310	(A) Black or African American
MFSD14C	9q22.33	4.75	4.59	0.61	0.78	0.16	0.0758	0.310	(A) Black or African American
CNIH4	1q42.11	9.53	9.63	0.38	0.47	-0.10	0.0759	0.310	(B) White
IP6K2	3p21.31	10.67	10.55	0.48	0.46	0.12	0.0761	0.310	(A) Black or African American
CCDC74B	2q21.1	4.17	3.93	0.91	1.08	0.24	0.0761	0.310	(A) Black or African American
NEDD4L	18q21.31	10.25	10.11	0.54	0.59	0.14	0.0761	0.310	(A) Black or African American
ZNF324B	19q13.43	6.85	6.73	0.47	0.49	0.12	0.0761	0.310	(A) Black or African American
CALM2	2p21	13.14	13.23	0.36	0.40	-0.09	0.0761	0.310	(B) White
ALDH3B2	11q13.2	3.89	4.35	1.81	1.87	-0.46	0.0761	0.310	(B) White
TNPO2	19p13.13	10.86	10.76	0.41	0.39	0.10	0.0761	0.310	(A) Black or African American
MED31	17p13.1	6.48	6.64	0.63	0.65	-0.16	0.0762	0.310	(B) White
SV2B	15q26.1	3.01	3.49	1.94	1.61	-0.48	0.0762	0.310	(B) White
TRA2A	7p15.3	10.29	10.20	0.33	0.40	0.09	0.0762	0.310	(A) Black or African American
LMBR1	7q36.3	10.26	10.15	0.44	0.45	0.11	0.0762	0.310	(A) Black or African American
VLDLR	9p24.2	6.18	6.56	1.48	1.45	-0.37	0.0762	0.310	(B) White
RIMBP3C	22q11.21	1.08	1.31	0.90	0.96	-0.23	0.0764	0.311	(B) White
TRMT12	8q24.13	8.05	7.86	0.69	0.98	0.19	0.0764	0.311	(A) Black or African American
TUBB6	18p11.21	9.25	9.47	0.90	0.80	-0.22	0.0765	0.311	(B) White
OAS2	12q24.13	8.76	9.15	1.55	1.48	-0.39	0.0765	0.311	(B) White
CXCL3	4q13.3	9.13	8.76	1.49	1.46	0.38	0.0767	0.312	(A) Black or African American
PCBP3	21q22.3	4.51	4.91	1.57	1.59	-0.40	0.0768	0.312	(B) White
AFAP1L2	10q25.3	8.62	8.38	0.91	1.02	0.24	0.0768	0.312	(A) Black or African American
RNF121	11q13.4	8.65	8.58	0.27	0.34	0.07	0.0768	0.312	(A) Black or African American
ZNF668	16p11.2	8.12	8.20	0.33	0.41	-0.09	0.0768	0.312	(B) White
MPP3	17q21.31	5.53	5.26	1.04	1.06	0.27	0.0768	0.312	(A) Black or African American
SBNO1	12q24.31	8.85	8.72	0.48	0.70	0.13	0.0768	0.312	(A) Black or African American
CHST5	16q23.1	6.08	6.73	2.54	2.64	-0.65	0.0769	0.312	(B) White
VIPR2	7q36.3	3.15	3.61	1.81	1.67	-0.45	0.0769	0.312	(B) White
CMTM7	3p22.3	8.40	8.63	0.91	0.82	-0.23	0.0770	0.312	(B) White
CCL16	17q12	0.79	0.61	0.72	0.66	0.18	0.0770	0.312	(A) Black or African American
CLK2P1	7p15.3	3.70	3.56	0.55	0.68	0.15	0.0770	0.312	(A) Black or African American
AQP7P1	9q13	2.10	2.41	1.19	1.41	-0.31	0.0770	0.312	(B) White
PPIE	1p34.2	9.58	9.68	0.39	0.50	-0.10	0.0771	0.312	(B) White
KLK12	19q13.41	5.06	4.37	2.75	2.63	0.69	0.0771	0.312	(A) Black or African American
SMC6	2p24.2	9.75	9.64	0.42	0.48	0.11	0.0771	0.312	(A) Black or African American
PCDHGC4	5q31.3	1.61	1.35	1.04	0.99	0.26	0.0771	0.312	(A) Black or African American
BOD1	5q35.2	9.68	9.78	0.40	0.51	-0.11	0.0772	0.313	(B) White
LXN	3q25.32	7.84	8.12	1.13	0.90	-0.28	0.0772	0.313	(B) White
PICK1	22q13.1	9.00	8.88	0.50	0.46	0.12	0.0772	0.313	(A) Black or African American
GPT2	16q11.2	10.39	10.56	0.69	0.76	-0.18	0.0773	0.313	(B) White
AGO2	8q24.3	8.60	8.46	0.55	0.62	0.14	0.0774	0.313	(A) Black or African American
DHX16	6p21.33	9.97	9.90	0.30	0.33	0.08	0.0774	0.313	(A) Black or African American
NDUFB3	2q33.1	9.75	9.64	0.38	0.45	0.10	0.0774	0.313	(A) Black or African American
SCO2	22q13.33	9.20	9.34	0.57	0.60	-0.15	0.0775	0.313	(B) White
EXOC3-AS1	5p15.33	5.36	5.54	0.70	0.76	-0.18	0.0775	0.313	(B) White
SLFN12	17q12	4.83	4.53	1.18	1.27	0.30	0.0775	0.313	(A) Black or African American
EPM2A	6q24.3	5.98	6.12	0.59	0.55	-0.15	0.0775	0.314	(B) White
FUT6	19p13.3	9.95	9.70	0.87	1.38	0.25	0.0776	0.314	(A) Black or African American
TNFRSF10A	8p21.3	7.80	7.59	0.82	0.80	0.21	0.0777	0.314	(A) Black or African American
PPFIA2	12q21.31	1.90	2.24	1.31	1.41	-0.34	0.0777	0.314	(B) White
CCT3	1q22	12.86	12.96	0.42	0.39	-0.10	0.0777	0.314	(B) White
KHDRBS1	1p35.2	11.91	11.97	0.22	0.27	-0.06	0.0778	0.314	(B) White
PSD	10q24.32	4.81	5.28	1.88	1.86	-0.47	0.0778	0.314	(B) White
LINC01106	2q13	7.46	7.23	0.90	0.88	0.23	0.0778	0.314	(A) Black or African American
CPAMD8	19p13.11	4.61	4.35	1.02	0.99	0.26	0.0779	0.314	(A) Black or African American
ADPRHL2	1p34.3	9.25	9.35	0.39	0.43	-0.10	0.0779	0.314	(B) White
FAU	11q13.1	12.84	12.95	0.41	0.54	-0.11	0.0780	0.315	(B) White
INAFM1	19q13.32	7.13	7.00	0.51	0.61	0.13	0.0780	0.315	(A) Black or African American
RAD1	5p13.2	8.97	9.05	0.29	0.39	-0.08	0.0780	0.315	(B) White
TRMU	22q13.31	8.52	8.39	0.47	0.60	0.12	0.0781	0.315	(A) Black or African American
SLC35C1	11p11.2	10.64	10.53	0.43	0.46	0.11	0.0781	0.315	(A) Black or African American
IGLON5	19q13.41	2.46	2.79	1.30	1.43	-0.33	0.0781	0.315	(B) White
PPP5C	19q13.32	10.45	10.36	0.34	0.37	0.09	0.0782	0.315	(A) Black or African American
MTFMT	15q22.31	8.23	8.13	0.38	0.43	0.10	0.0782	0.315	(A) Black or African American
VAPA	18p11.22	10.90	11.04	0.56	0.51	-0.14	0.0783	0.315	(B) White
KCNQ2	20q13.33	0.46	0.69	0.83	1.22	-0.23	0.0783	0.315	(B) White
CENPC	4q13.2	7.91	7.80	0.42	0.47	0.11	0.0784	0.315	(A) Black or African American
FAM216A	12q24.11	6.03	6.26	0.92	0.91	-0.23	0.0784	0.315	(B) White
CACNG4	17q24.2	3.93	4.62	2.71	2.89	-0.69	0.0784	0.315	(B) White
VPS28	8q24.3	10.80	10.93	0.51	0.60	-0.13	0.0785	0.316	(B) White
PDGFA	7p22.3	8.72	8.94	0.85	0.94	-0.22	0.0786	0.316	(B) White
PTMA	2q37.1	14.76	14.85	0.36	0.41	-0.09	0.0786	0.316	(B) White
HIST2H2AA3	1q21.2	7.54	7.82	1.10	1.05	-0.28	0.0787	0.316	(B) White
OLIG1	21q22.11	0.58	0.77	0.75	0.82	-0.19	0.0788	0.317	(B) White
PIN1P1	1p31.1	0.54	0.68	0.58	0.57	-0.15	0.0789	0.317	(B) White
MVB12A	19p13.11	9.21	9.37	0.65	0.52	-0.16	0.0789	0.317	(B) White
PER2	2q37.3	9.47	9.33	0.54	0.56	0.14	0.0790	0.317	(A) Black or African American
FAM171B	2q32.1	5.16	5.48	1.27	1.18	-0.31	0.0790	0.317	(B) White
INSL3	19p13.11	2.41	2.23	0.71	0.81	0.18	0.0791	0.317	(A) Black or African American
BIN3-IT1	8p21.3	1.00	0.81	0.75	0.73	0.19	0.0791	0.317	(A) Black or African American
S100A9	1q21.3	7.87	8.30	1.75	1.53	-0.43	0.0791	0.317	(B) White
WWTR1	3q25.1	6.70	7.03	1.31	1.35	-0.33	0.0791	0.317	(B) White
HINT2	9p13.3	8.57	8.70	0.50	0.57	-0.13	0.0792	0.317	(B) White
PLPPR4	1p21.3-p21.2	4.84	5.20	1.48	1.31	-0.37	0.0792	0.317	(B) White
INSM1	20p11.23	2.40	2.88	1.79	2.28	-0.47	0.0792	0.317	(B) White
GZMM	19p13.3	3.07	3.41	1.35	1.45	-0.34	0.0793	0.318	(B) White
IQCN	19p13.11	4.96	4.65	1.28	1.10	0.32	0.0793	0.318	(A) Black or African American
LAYN	11q23.1	5.75	6.10	1.41	1.35	-0.35	0.0793	0.318	(B) White
LDHAL6B	15q22.2	1.37	1.18	0.80	0.76	0.20	0.0794	0.318	(A) Black or African American
ZSCAN20	1p35.1	5.93	5.81	0.48	0.56	0.12	0.0795	0.318	(A) Black or African American
COL3A1	2q32.2	14.32	14.73	1.67	1.55	-0.41	0.0795	0.318	(B) White
CLMP	11q24.1	5.42	5.87	1.81	1.73	-0.45	0.0795	0.318	(B) White
HSPB8	12q24.23	6.45	6.87	1.69	1.61	-0.42	0.0796	0.318	(B) White
KCNN2	5q22.3	2.97	3.28	1.20	1.36	-0.31	0.0796	0.318	(B) White
TMEM51	1p36.21	9.14	9.23	0.35	0.42	-0.09	0.0796	0.318	(B) White
PLEC	8q24.3	13.40	13.23	0.66	0.80	0.17	0.0796	0.318	(A) Black or African American
PPP2R5B	11q13.1	8.72	8.59	0.51	0.57	0.13	0.0797	0.319	(A) Black or African American
KIAA1671	22q11.23	10.86	10.73	0.49	0.55	0.13	0.0797	0.319	(A) Black or African American
HAND2	4q34.1	3.94	4.51	2.30	2.09	-0.57	0.0798	0.319	(B) White
FABP5	8q21.13	8.16	7.91	1.01	0.86	0.25	0.0798	0.319	(A) Black or African American
UBXN10	1p36.12	7.39	7.73	1.40	1.35	-0.35	0.0798	0.319	(B) White
IBTK	6q14.1	10.50	10.39	0.42	0.46	0.11	0.0798	0.319	(A) Black or African American
EYA3	1p35.3	6.98	6.83	0.58	0.74	0.15	0.0798	0.319	(A) Black or African American
TUBGCP4	15q15.3	8.33	8.19	0.54	0.55	0.14	0.0799	0.319	(A) Black or African American
IL12RB1	19p13.11	5.11	5.44	1.29	1.40	-0.33	0.0802	0.320	(B) White
BCL2L12	19q13.33	8.99	8.86	0.51	0.52	0.13	0.0802	0.320	(A) Black or African American
LINC00294	11p13	7.55	7.41	0.56	0.49	0.14	0.0802	0.320	(A) Black or African American
MTMR14	3p25.3	9.60	9.67	0.27	0.28	-0.07	0.0802	0.320	(B) White
GINM1	6q25.1	8.45	8.56	0.43	0.49	-0.11	0.0803	0.320	(B) White
YTHDC1	4q13.2	10.43	10.49	0.25	0.27	-0.06	0.0803	0.320	(B) White
SPATS2L	2q33.1	11.08	11.19	0.40	0.45	-0.10	0.0803	0.320	(B) White
FBLN5	14q32.12	7.64	7.97	1.30	1.26	-0.32	0.0803	0.320	(B) White
PPARD	6p21.31	10.23	10.11	0.46	0.53	0.12	0.0804	0.320	(A) Black or African American
NSMCE3	15q13.1	8.15	8.26	0.44	0.48	-0.11	0.0805	0.321	(B) White
CEMIP	15q25.1	11.49	11.18	1.21	1.35	0.31	0.0806	0.321	(A) Black or African American
EPHA6	3q11.2	0.48	0.71	0.92	0.97	-0.23	0.0806	0.321	(B) White
MGAT1	5q35.3	11.21	11.32	0.45	0.47	-0.11	0.0806	0.321	(B) White
AMER3	2q21.1	1.06	1.37	1.12	1.73	-0.31	0.0806	0.321	(B) White
WDR46	6p21.32	10.37	10.28	0.33	0.40	0.09	0.0807	0.321	(A) Black or African American
RPS4X	Xq13.1	15.18	15.31	0.53	0.62	-0.14	0.0807	0.321	(B) White
PTPRE	10q26.2	9.39	9.26	0.51	0.55	0.13	0.0808	0.321	(A) Black or African American
TLR3	4q35.1	6.43	6.73	1.17	1.19	-0.29	0.0808	0.321	(B) White
MMP3	11q22.2	7.93	8.54	2.40	2.67	-0.61	0.0808	0.321	(B) White
C8G	9q34.3	2.75	3.15	1.56	1.66	-0.39	0.0809	0.321	(B) White
VSTM1	19q13.42	0.44	0.64	0.83	0.84	-0.21	0.0809	0.321	(B) White
PLA2G5	1p36.13	3.13	3.55	1.67	1.62	-0.41	0.0809	0.321	(B) White
C11ORF16	11p15.4	0.35	0.51	0.64	0.61	-0.16	0.0811	0.322	(B) White
SLC25A35	17p13.1	6.56	6.42	0.58	0.63	0.15	0.0812	0.322	(A) Black or African American
CD248	11q13.2	9.15	9.46	1.30	1.17	-0.32	0.0812	0.322	(B) White
YIPF5	5q31.3	9.69	9.80	0.43	0.50	-0.11	0.0812	0.322	(B) White
LY6G6F	6p21.33	2.19	1.84	1.42	1.35	0.35	0.0812	0.322	(A) Black or African American
GCDH	19p13.13	9.05	8.95	0.41	0.47	0.11	0.0813	0.322	(A) Black or African American
VPS13B	8q22.2	9.28	9.13	0.56	0.64	0.14	0.0813	0.322	(A) Black or African American
SLC25A1	22q11.21	10.74	10.87	0.53	0.56	-0.13	0.0813	0.322	(B) White
PSMC3	11p11.2	11.06	11.14	0.32	0.40	-0.08	0.0814	0.322	(B) White
DLEU7	13q14.3	3.05	2.82	0.90	1.04	0.23	0.0814	0.322	(A) Black or African American
VTI1B	14q24.1	9.98	10.08	0.42	0.41	-0.11	0.0816	0.323	(B) White
HDHD2	18q21.1	8.57	8.71	0.58	0.45	-0.14	0.0816	0.323	(B) White
CCDC144B	17p11.2	2.75	2.34	1.69	1.51	0.41	0.0816	0.323	(A) Black or African American
COL14A1	8q24.12	8.72	9.15	1.76	1.54	-0.43	0.0817	0.323	(B) White
MTHFD1	14q23.3	10.99	11.10	0.45	0.50	-0.11	0.0818	0.324	(B) White
IKBKE	1q32.1	9.07	8.95	0.44	0.53	0.11	0.0818	0.324	(A) Black or African American
ZAP70	2q11.2	5.99	5.65	1.36	1.40	0.34	0.0818	0.324	(A) Black or African American
ANGEL2	1q32.3	8.94	8.85	0.34	0.44	0.09	0.0818	0.324	(A) Black or African American
PRNP	20p13	10.04	10.28	0.95	0.94	-0.24	0.0819	0.324	(B) White
PACC1	1q32.3	7.69	7.82	0.53	0.48	-0.13	0.0820	0.324	(B) White
EPS8L1	19q13.42	9.33	9.13	0.78	0.82	0.20	0.0820	0.324	(A) Black or African American
IL1RL1	2q12.1	3.36	2.95	1.70	1.41	0.41	0.0820	0.324	(A) Black or African American
BCHE	3q26.1	2.70	3.17	1.90	1.90	-0.47	0.0820	0.324	(B) White
TAFA5	22q13.32	5.76	6.08	1.27	1.36	-0.32	0.0822	0.324	(B) White
PRMT6	1p13.3	8.81	8.67	0.47	0.81	0.13	0.0822	0.324	(A) Black or African American
DDX43	6q13	1.71	2.26	2.15	2.36	-0.54	0.0822	0.325	(B) White
DNAH7	2q32.3	4.38	4.10	1.12	1.06	0.28	0.0822	0.325	(A) Black or African American
ERO1B	1q42.3	6.23	6.48	1.02	1.06	-0.26	0.0823	0.325	(B) White
AVPR1A	12q14.2	2.32	2.74	1.72	1.43	-0.42	0.0823	0.325	(B) White
AOX1	2q33.1	4.54	5.03	1.99	1.80	-0.49	0.0823	0.325	(B) White
PITPNM3	17p13.2-p13.1	8.00	7.72	1.10	1.22	0.28	0.0824	0.325	(A) Black or African American
TMED1	19p13.2	9.02	9.11	0.37	0.44	-0.09	0.0824	0.325	(B) White
UBL5	19p13.2	10.83	10.93	0.42	0.50	-0.11	0.0825	0.325	(B) White
ZNF148	3q21.2	9.70	9.78	0.28	0.37	-0.07	0.0825	0.325	(B) White
ABCC13	21q11.2	3.23	2.79	1.78	1.65	0.44	0.0826	0.325	(A) Black or African American
ARHGAP45	19p13.3	9.85	9.71	0.54	0.60	0.14	0.0826	0.325	(A) Black or African American
ANP32A	15q23	11.41	11.51	0.42	0.40	-0.10	0.0826	0.325	(B) White
MAST1	19p13.13	3.56	3.87	1.26	1.28	-0.31	0.0826	0.325	(B) White
GPR35	2q37.3	10.95	10.79	0.64	0.59	0.16	0.0826	0.325	(A) Black or African American
DEGS1	1q42.11	9.42	9.59	0.70	0.64	-0.17	0.0827	0.325	(B) White
KCNC3	19q13.33	5.25	4.98	1.10	1.05	0.27	0.0828	0.325	(A) Black or African American
ZFR2	19p13.3	0.40	0.55	0.52	0.81	-0.14	0.0828	0.325	(B) White
POM121L1P	22q11.22	0.82	0.66	0.67	0.68	0.17	0.0828	0.325	(A) Black or African American
E2F2	1p36.12	8.25	8.05	0.83	0.79	0.21	0.0830	0.326	(A) Black or African American
RFWD3	16q23.1	10.17	10.26	0.34	0.45	-0.09	0.0830	0.326	(B) White
MSX2	5q35.2	7.61	7.13	1.94	2.02	0.48	0.0830	0.326	(A) Black or African American
STMP1	7q33	10.22	10.33	0.41	0.44	-0.10	0.0830	0.326	(B) White
CYTL1	4p16.2	2.36	2.75	1.61	1.46	-0.39	0.0831	0.326	(B) White
ADAR	1q21.3	12.45	12.55	0.37	0.46	-0.10	0.0831	0.326	(B) White
KRT222	17q21.2	4.55	4.40	0.56	0.68	0.14	0.0831	0.326	(A) Black or African American
SLC6A1	3p25.3	3.63	3.96	1.39	1.12	-0.33	0.0831	0.326	(B) White
SELENOK	3p21.1	8.98	9.08	0.40	0.43	-0.10	0.0832	0.326	(B) White
WDR54	2p13.1	7.02	7.20	0.73	0.81	-0.18	0.0832	0.326	(B) White
TMTC2	12q21.31	8.54	8.39	0.61	0.65	0.15	0.0832	0.326	(A) Black or African American
ZNF813	19q13.42	4.54	5.00	1.85	1.80	-0.46	0.0833	0.326	(B) White
PLPP7	9q34.13	4.15	4.46	1.26	1.17	-0.31	0.0833	0.326	(B) White
NRBF2	10q21.3	8.64	8.73	0.36	0.35	-0.09	0.0833	0.326	(B) White
ZNF837	19q13.43	5.16	4.98	0.68	0.80	0.17	0.0833	0.326	(A) Black or African American
CEACAM6	19q13.2	14.22	14.59	1.47	1.48	-0.36	0.0834	0.327	(B) White
RASSF8	12p12.1	6.24	6.63	1.60	1.42	-0.39	0.0835	0.327	(B) White
PPP2R3C	14q13.2	8.35	8.47	0.46	0.48	-0.11	0.0835	0.327	(B) White
ECSIT	19p13.2	9.70	9.81	0.43	0.54	-0.11	0.0835	0.327	(B) White
VAMP8	2p11.2	10.81	10.93	0.44	0.50	-0.11	0.0835	0.327	(B) White
TTC4	1p32.3	8.87	8.95	0.34	0.33	-0.08	0.0836	0.327	(B) White
CD300E	17q25.1	1.12	1.45	1.31	1.40	-0.33	0.0836	0.327	(B) White
CERCAM	9q34.11	8.76	9.12	1.46	1.30	-0.35	0.0836	0.327	(B) White
AKT1S1	19q13.33	10.32	10.22	0.41	0.45	0.10	0.0836	0.327	(A) Black or African American
BDH1	3q29	10.37	10.22	0.60	0.72	0.15	0.0836	0.327	(A) Black or African American
NIN	14q22.1	9.23	9.07	0.65	0.70	0.16	0.0836	0.327	(A) Black or African American
CYP39A1	6p12.3	7.60	7.33	1.06	1.23	0.27	0.0837	0.327	(A) Black or African American
ZSCAN25	7q22.1	8.67	8.57	0.42	0.40	0.10	0.0837	0.327	(A) Black or African American
COL18A1	21q22.3	11.13	11.42	1.17	1.02	-0.28	0.0837	0.327	(B) White
SYT3	19q13.33	1.43	1.69	1.04	1.28	-0.27	0.0837	0.327	(B) White
TPR	1q31.1	11.38	11.26	0.47	0.49	0.12	0.0837	0.327	(A) Black or African American
HINT3	6q22.32	9.76	9.85	0.35	0.41	-0.09	0.0838	0.327	(B) White
LRWD1	7q22.1	8.90	8.79	0.45	0.44	0.11	0.0840	0.328	(A) Black or African American
FCGR2A	1q23.3	8.56	8.90	1.37	1.32	-0.34	0.0840	0.328	(B) White
LY96	8q21.11	4.58	4.94	1.44	1.45	-0.36	0.0840	0.328	(B) White
PSMG2	18p11.21	9.86	9.98	0.47	0.48	-0.12	0.0840	0.328	(B) White
PPIC	5q23.2	9.80	9.64	0.63	0.78	0.16	0.0840	0.328	(A) Black or African American
ZFP3	17p13.2	7.22	6.95	1.08	1.13	0.27	0.0841	0.328	(A) Black or African American
HOXB6	17q21.32	9.42	9.01	1.63	1.59	0.40	0.0841	0.328	(A) Black or African American
DDX49	19p13.11	10.02	10.12	0.39	0.42	-0.10	0.0841	0.328	(B) White
NOB1	16q22.1	10.92	11.03	0.43	0.44	-0.11	0.0842	0.328	(B) White
FAM3C	7q31.31	9.83	9.95	0.42	0.61	-0.11	0.0843	0.328	(B) White
FNDC4	2p23.3	5.27	5.56	1.19	1.12	-0.29	0.0843	0.328	(B) White
NKX3-1	8p21.2	3.83	4.15	1.27	1.42	-0.32	0.0844	0.329	(B) White
RPL21	13q12.2	3.60	3.34	0.97	1.24	0.25	0.0844	0.329	(A) Black or African American
ZFP82	19q13.12	3.76	4.12	1.51	1.36	-0.37	0.0844	0.329	(B) White
KLHL4	Xq21.31	2.64	3.00	1.47	1.37	-0.36	0.0845	0.329	(B) White
CALHM5	6q22.1	5.48	5.84	1.49	1.39	-0.36	0.0846	0.329	(B) White
SMYD2	1q32.3	9.68	9.58	0.40	0.45	0.10	0.0846	0.329	(A) Black or African American
CDC42BPG	11q13.1	9.09	8.92	0.71	0.71	0.17	0.0846	0.329	(A) Black or African American
SNORA65	9q33.3	0.25	0.15	0.44	0.33	0.10	0.0846	0.329	(A) Black or African American
ING3	7q31.31	8.04	7.95	0.35	0.46	0.09	0.0846	0.329	(A) Black or African American
RTP4	3q27.3	6.36	6.67	1.30	1.09	-0.31	0.0846	0.329	(B) White
ANO3	11p14.3-p14.2	0.81	1.06	0.96	1.27	-0.25	0.0847	0.329	(B) White
PUS1	12q24.33	9.73	9.61	0.49	0.56	0.12	0.0847	0.329	(A) Black or African American
DENND1B	1q31.3	6.04	5.87	0.69	0.80	0.18	0.0847	0.329	(A) Black or African American
CRABP2	1q23.1	5.94	6.41	1.95	1.76	-0.47	0.0848	0.329	(B) White
NID2	14q22.1	8.71	8.99	1.12	1.03	-0.27	0.0848	0.329	(B) White
COL4A3	2q36.3	2.52	2.11	1.63	1.75	0.41	0.0848	0.329	(A) Black or African American
ADGB	6q24.3	1.71	1.37	1.36	1.31	0.33	0.0848	0.329	(A) Black or African American
TTLL1	22q13.2	6.33	6.49	0.64	0.61	-0.16	0.0851	0.330	(B) White
LOC388242	16p11.2	3.78	3.49	1.17	1.22	0.29	0.0851	0.330	(A) Black or African American
MANBA	4q24	9.46	9.34	0.48	0.56	0.12	0.0852	0.330	(A) Black or African American
H3F3A	1q42.12	12.24	12.35	0.41	0.51	-0.11	0.0852	0.330	(B) White
HIGD2A	5q35.2	10.50	10.62	0.46	0.54	-0.12	0.0852	0.330	(B) White
MEF2B	19p13.11	5.12	4.85	1.10	1.05	0.27	0.0852	0.330	(A) Black or African American
DGCR9	22q11.21	1.84	1.54	1.22	1.11	0.30	0.0852	0.330	(A) Black or African American
RAE1	20q13.31	10.15	10.30	0.63	0.60	-0.15	0.0853	0.330	(B) White
NUCB2	11p15.1	9.34	9.52	0.72	0.68	-0.18	0.0853	0.330	(B) White
PHB2	12p13.31	12.02	12.13	0.43	0.53	-0.11	0.0854	0.331	(B) White
HOXB13	17q21.32	7.79	8.20	1.59	2.07	-0.41	0.0855	0.331	(B) White
EML6	2p16.1	4.90	4.61	1.15	1.14	0.28	0.0855	0.331	(A) Black or African American
RAB40AL	Xq22.1	1.98	1.77	0.86	0.78	0.21	0.0855	0.331	(A) Black or African American
C1ORF210	1p34.2	8.55	8.73	0.72	0.68	-0.17	0.0855	0.331	(B) White
LCNL1	9q34.3	0.76	0.56	0.81	0.78	0.20	0.0857	0.331	(A) Black or African American
NEXMIF	Xq13.3	1.55	1.90	1.45	1.37	-0.35	0.0857	0.331	(B) White
EPO	7q22.1	0.74	0.57	0.70	0.60	0.17	0.0857	0.331	(A) Black or African American
SNORA6	3p22.1	0.35	0.23	0.49	0.41	0.12	0.0857	0.331	(A) Black or African American
NSFL1C	20p13	10.52	10.66	0.56	0.57	-0.14	0.0858	0.331	(B) White
EVC	4p16.2	6.49	6.88	1.61	1.59	-0.39	0.0858	0.331	(B) White
TNN	1q25.1	2.45	2.74	1.16	1.29	-0.29	0.0858	0.331	(B) White
CYLD	16q12.1	9.16	9.30	0.57	0.56	-0.14	0.0858	0.331	(B) White
ITIH4	3p21.1	3.57	3.24	1.32	1.46	0.33	0.0858	0.331	(A) Black or African American
SOCS4	14q22.3	9.01	8.92	0.34	0.45	0.09	0.0859	0.331	(A) Black or African American
TELO2	16p13.3	10.08	9.97	0.43	0.52	0.11	0.0860	0.332	(A) Black or African American
TLX1	10q24.31	5.46	5.02	1.76	1.83	0.43	0.0860	0.332	(A) Black or African American
TRIM54	2p23.3	2.87	3.48	2.48	2.67	-0.62	0.0861	0.332	(B) White
PARD6A	16q22.1	6.81	6.98	0.71	0.72	-0.17	0.0861	0.332	(B) White
FIBIN	11p14.2	6.82	7.20	1.55	1.53	-0.38	0.0862	0.332	(B) White
SAMD8	10q22.2	5.96	5.80	0.60	0.72	0.15	0.0862	0.332	(A) Black or African American
PGBD1	6p22.1	5.89	5.68	0.88	0.89	0.22	0.0862	0.332	(A) Black or African American
S1PR2	19p13.2	6.83	7.03	0.84	0.72	-0.20	0.0863	0.332	(B) White
CXCL5	4q13.3	6.13	6.84	2.87	2.97	-0.71	0.0863	0.332	(B) White
AXIN1	16p13.3	10.70	10.58	0.45	0.53	0.11	0.0863	0.332	(A) Black or African American
B3GALT5-AS1	21q22.2	1.70	2.05	1.36	1.87	-0.36	0.0863	0.332	(B) White
SLC25A36	3q23	10.01	9.90	0.43	0.49	0.11	0.0864	0.332	(A) Black or African American
PTHLH	12p11.22	4.05	4.42	1.52	1.47	-0.37	0.0864	0.332	(B) White
TUG1	22q12.2	11.63	11.51	0.49	0.47	0.12	0.0865	0.333	(A) Black or African American
HAPLN3	15q26.1	7.60	7.90	1.19	1.31	-0.30	0.0866	0.333	(B) White
LMNTD2	11p15.5	5.51	5.29	0.87	0.92	0.22	0.0867	0.333	(A) Black or African American
DAPK3	19p13.3	9.95	9.84	0.43	0.46	0.11	0.0868	0.334	(A) Black or African American
LRATD1	2p24.3	11.58	11.33	0.99	1.18	0.25	0.0869	0.334	(A) Black or African American
HCN2	19p13.3	2.48	2.77	1.16	1.38	-0.29	0.0870	0.334	(B) White
NGRN	15q26.1	10.88	11.00	0.48	0.48	-0.12	0.0870	0.334	(B) White
