Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
SYPL1	7q22.3	11.20	11.55	0.60	0.57	-0.35	3.19e-11	2.96e-10	(B) White
CACUL1	10q26.11	10.56	10.85	0.49	0.50	-0.28	3.22e-11	2.98e-10	(B) White
YJU2	19p13.3	8.74	8.30	0.76	0.66	0.43	3.25e-11	3.01e-10	(A) Black or African American
SYT9	11p15.4	4.05	5.85	3.12	3.04	-1.81	3.25e-11	3.01e-10	(B) White
LRCH1	13q14.13-q14.2	8.57	9.01	0.78	0.64	-0.44	3.26e-11	3.02e-10	(B) White
RALGPS2	1q25.2	9.06	9.95	1.56	1.39	-0.89	3.28e-11	3.04e-10	(B) White
UBFD1	16p12.2	10.64	10.96	0.55	0.51	-0.32	3.28e-11	3.04e-10	(B) White
SPIN1	9q22.1	11.05	11.44	0.72	0.50	-0.40	3.32e-11	3.07e-10	(B) White
SNAP23	15q15.1-q15.2	10.16	10.49	0.59	0.43	-0.33	3.33e-11	3.08e-10	(B) White
DCAF17	2q31.1	8.49	8.84	0.63	0.49	-0.35	3.34e-11	3.08e-10	(B) White
MYDGF	19p13.3	11.00	10.61	0.68	0.63	0.39	3.37e-11	3.11e-10	(A) Black or African American
RPUSD1	16p13.3	9.44	8.98	0.81	0.72	0.46	3.42e-11	3.15e-10	(A) Black or African American
ATP6V0B	1p34.1	11.72	11.35	0.63	0.63	0.37	3.43e-11	3.16e-10	(A) Black or African American
WDPCP	2p15	5.88	6.27	0.69	0.59	-0.39	3.44e-11	3.17e-10	(B) White
C17ORF53	17q21.31	6.85	6.34	0.88	0.87	0.51	3.44e-11	3.17e-10	(A) Black or African American
GMFB	14q22.2	10.24	10.59	0.61	0.53	-0.35	3.44e-11	3.17e-10	(B) White
CHAMP1	13q34	8.90	9.35	0.81	0.64	-0.46	3.47e-11	3.20e-10	(B) White
LEPROT	1p31.3	8.34	9.13	1.43	0.94	-0.79	3.49e-11	3.21e-10	(B) White
IMPA2	18p11.21	9.12	8.32	1.42	1.18	0.80	3.52e-11	3.23e-10	(A) Black or African American
PBX1	1q23.3	11.94	12.54	1.05	1.01	-0.60	3.53e-11	3.24e-10	(B) White
PGR	11q22.1	7.42	9.41	3.44	3.33	-1.98	3.59e-11	3.30e-10	(B) White
NTHL1	16p13.3	8.64	8.05	1.04	0.97	0.60	3.61e-11	3.31e-10	(A) Black or African American
CKS2	9q22.2	9.60	9.07	0.91	0.93	0.53	3.61e-11	3.32e-10	(A) Black or African American
LEMD3	12q14.3	9.13	9.47	0.62	0.49	-0.35	3.64e-11	3.34e-10	(B) White
GEMIN7	19q13.32	8.61	8.25	0.66	0.51	0.37	3.65e-11	3.35e-10	(A) Black or African American
NEFH	22q12.2	5.19	6.24	1.80	1.92	-1.05	3.70e-11	3.39e-10	(B) White
NDUFS8	11q13.2	10.62	10.12	0.87	0.82	0.50	3.70e-11	3.39e-10	(A) Black or African American
LINC01002	19p13.3	6.67	5.85	1.41	1.52	0.83	3.72e-11	3.41e-10	(A) Black or African American
DDX27	20q13.13	10.61	10.32	0.50	0.51	0.29	3.72e-11	3.41e-10	(A) Black or African American
ZNF491	19p13.2	4.95	5.52	1.01	0.76	-0.56	3.74e-11	3.42e-10	(B) White
SCNM1	1q21.3	9.51	9.09	0.75	0.62	0.42	3.75e-11	3.43e-10	(A) Black or African American
PSMD4	1q21.3	12.04	11.67	0.64	0.56	0.36	3.76e-11	3.43e-10	(A) Black or African American
EBNA1BP2	1p34.2	10.63	10.30	0.60	0.49	0.34	3.76e-11	3.44e-10	(A) Black or African American
RAD54L2	3p21.2	6.60	7.36	1.33	1.14	-0.75	3.78e-11	3.45e-10	(B) White
RPS6KA5	14q32.11	7.00	7.68	1.20	1.01	-0.67	3.79e-11	3.46e-10	(B) White
TSNARE1	8q24.3	8.21	7.69	0.91	0.84	0.52	3.80e-11	3.47e-10	(A) Black or African American
KMT5B	11q13.2	9.97	10.31	0.59	0.58	-0.34	3.85e-11	3.51e-10	(B) White
NDST1	5q33.1	11.41	11.78	0.64	0.63	-0.37	3.86e-11	3.52e-10	(B) White
FLT1	13q12.3	9.37	9.92	0.98	0.80	-0.55	3.87e-11	3.52e-10	(B) White
FBXW8	12q24.22	8.63	8.94	0.55	0.52	-0.32	3.87e-11	3.53e-10	(B) White
TAF6	7q22.1	10.55	10.27	0.49	0.49	0.28	3.89e-11	3.54e-10	(A) Black or African American
JMJD1C	10q21.3	9.95	10.45	0.91	0.69	-0.50	3.95e-11	3.59e-10	(B) White
AGAP6	10q11.23	7.04	6.58	0.77	0.85	0.45	3.95e-11	3.59e-10	(A) Black or African American
NFKBIE	6p21.1	9.01	8.52	0.84	0.77	0.48	3.97e-11	3.61e-10	(A) Black or African American
RAD17	5q13.2	9.08	9.36	0.49	0.46	-0.28	3.98e-11	3.62e-10	(B) White
RANBP6	9p24.1	9.04	9.42	0.68	0.55	-0.38	3.98e-11	3.62e-10	(B) White
BYSL	6p21.1	9.41	8.95	0.83	0.64	0.46	4.01e-11	3.64e-10	(A) Black or African American
SIRT1	10q21.3	9.00	9.42	0.77	0.56	-0.43	4.01e-11	3.64e-10	(B) White
ZNF280D	15q21.3	9.02	9.37	0.62	0.53	-0.35	4.03e-11	3.66e-10	(B) White
RGS19	20q13.33	8.75	8.34	0.73	0.65	0.41	4.04e-11	3.66e-10	(A) Black or African American
ABCF3	3q27.1	10.42	10.17	0.44	0.40	0.25	4.05e-11	3.67e-10	(A) Black or African American
TREX2	Xq28	2.96	2.19	1.37	1.09	0.77	4.06e-11	3.68e-10	(A) Black or African American
ARFIP1	4q31.3	9.75	10.11	0.64	0.51	-0.36	4.13e-11	3.74e-10	(B) White
VPS51	11q13.1	10.80	10.39	0.71	0.69	0.41	4.14e-11	3.74e-10	(A) Black or African American
BTRC	10q24.32	9.40	9.88	0.84	0.74	-0.48	4.14e-11	3.75e-10	(B) White
TRIT1	1p34.2	8.78	8.47	0.55	0.55	0.32	4.19e-11	3.79e-10	(A) Black or African American
ZNF417	19q13.43	7.13	7.62	0.88	0.73	-0.49	4.19e-11	3.79e-10	(B) White
RNF220	1p34.1	10.42	10.13	0.50	0.46	0.29	4.20e-11	3.79e-10	(A) Black or African American
TLR4	9q33.1	7.87	8.47	1.07	0.99	-0.61	4.21e-11	3.80e-10	(B) White
MED30	8q24.11	7.91	7.45	0.82	0.70	0.46	4.21e-11	3.80e-10	(A) Black or African American
TYMS	18p11.32	9.62	9.01	1.04	1.06	0.60	4.22e-11	3.81e-10	(A) Black or African American
CRIM1	2p22.2	10.39	11.04	1.13	1.06	-0.64	4.23e-11	3.82e-10	(B) White
FUT8	14q23.3	9.57	10.20	1.11	0.98	-0.63	4.24e-11	3.82e-10	(B) White
AAMP	2q35	11.43	11.16	0.48	0.48	0.28	4.25e-11	3.83e-10	(A) Black or African American
LAMTOR4	7q22.1	10.42	9.92	0.91	0.73	0.51	4.27e-11	3.85e-10	(A) Black or African American
CLSTN2	3q23	7.81	9.33	2.69	2.32	-1.52	4.29e-11	3.86e-10	(B) White
GALNT5	2q24.1	5.57	6.76	2.08	2.02	-1.20	4.30e-11	3.87e-10	(B) White
MAZ	16p11.2	12.59	12.26	0.57	0.60	0.33	4.31e-11	3.87e-10	(A) Black or African American
CCDC28B	1p35.2	7.13	6.45	1.20	1.02	0.67	4.31e-11	3.87e-10	(A) Black or African American
KTI12	1p32.3	7.73	7.43	0.54	0.43	0.30	4.31e-11	3.87e-10	(A) Black or African American
IZUMO1	19q13.33	0.83	0.41	0.78	0.49	0.43	4.31e-11	3.87e-10	(A) Black or African American
ATXN1	6p22.3	9.48	9.97	0.87	0.80	-0.49	4.35e-11	3.91e-10	(B) White
ZBTB48	1p36.31	8.59	8.20	0.68	0.64	0.39	4.40e-11	3.95e-10	(A) Black or African American
LOC150776	2q21.1	9.00	8.54	0.78	0.85	0.46	4.41e-11	3.95e-10	(A) Black or African American
LCAT	16q22.1	6.00	5.38	1.08	1.03	0.62	4.41e-11	3.95e-10	(A) Black or African American
CTCF	16q22.1	10.36	10.58	0.39	0.36	-0.22	4.46e-11	3.99e-10	(B) White
CDH24	14q11.2	7.55	7.08	0.83	0.83	0.48	4.46e-11	4.00e-10	(A) Black or African American
DIS3	13q21.33	9.65	9.98	0.59	0.51	-0.33	4.52e-11	4.05e-10	(B) White
NRIP1	21q11.2-q21.1	10.58	11.26	1.22	1.05	-0.69	4.56e-11	4.08e-10	(B) White
SSPO	7q36.1	5.66	4.65	1.77	1.71	1.01	4.65e-11	4.16e-10	(A) Black or African American
ZNF14	19p13.11	7.61	7.99	0.67	0.61	-0.38	4.68e-11	4.18e-10	(B) White
FMOD	1q32.1	10.10	11.00	1.58	1.47	-0.90	4.68e-11	4.19e-10	(B) White
UBXN7	3q29	7.91	8.50	1.03	0.98	-0.59	4.69e-11	4.19e-10	(B) White
KXD1	19p13.11	10.44	10.15	0.52	0.44	0.29	4.70e-11	4.20e-10	(A) Black or African American
AGPS	2q31.2	9.43	9.96	0.91	0.96	-0.53	4.71e-11	4.20e-10	(B) White
VPS4A	16q22.1	10.84	10.52	0.56	0.50	0.32	4.78e-11	4.27e-10	(A) Black or African American
KDM5A	12p13.33	10.38	10.74	0.62	0.58	-0.35	4.81e-11	4.29e-10	(B) White
TNS1	2q35	10.93	11.43	0.86	0.91	-0.50	4.81e-11	4.29e-10	(B) White
BAG5	14q32.33	10.10	10.37	0.48	0.41	-0.27	4.87e-11	4.34e-10	(B) White
ZNF512B	20q13.33	10.12	9.73	0.69	0.61	0.39	4.87e-11	4.34e-10	(A) Black or African American
RPS15	19p13.3	12.28	11.73	0.98	0.88	0.55	4.88e-11	4.34e-10	(A) Black or African American
TMEM14C	6p24.2	11.12	10.82	0.53	0.46	0.30	4.94e-11	4.40e-10	(A) Black or African American
CFL1	11q13.1	14.28	14.01	0.47	0.53	0.28	4.94e-11	4.40e-10	(A) Black or African American
NDNF	4q27	4.15	5.31	2.05	1.82	-1.15	4.95e-11	4.41e-10	(B) White
PRND	20p13	4.40	5.48	1.90	1.79	-1.08	4.98e-11	4.43e-10	(B) White
STAP2	19p13.3	9.72	9.17	0.99	0.83	0.56	5.03e-11	4.47e-10	(A) Black or African American
SLC44A1	9q31.1-q31.2	11.33	11.74	0.73	0.62	-0.41	5.10e-11	4.53e-10	(B) White
ANKRD30A	10p11.21	4.74	7.23	4.40	3.97	-2.49	5.11e-11	4.53e-10	(B) White
SSU72	1p36.33	11.51	11.18	0.59	0.49	0.33	5.17e-11	4.59e-10	(A) Black or African American
ZNF160	19q13.41-q13.42	8.95	9.34	0.71	0.46	-0.39	5.18e-11	4.60e-10	(B) White
EMSY	11q13.5	8.44	8.97	0.94	0.81	-0.53	5.19e-11	4.60e-10	(B) White
PSD3	8p22	8.69	9.72	1.81	1.74	-1.03	5.27e-11	4.67e-10	(B) White
SPRED1	15q14	9.33	9.82	0.87	0.82	-0.50	5.30e-11	4.69e-10	(B) White
ITGA2B	17q21.31	3.66	2.75	1.59	1.47	0.90	5.34e-11	4.72e-10	(A) Black or African American
SCNN1D	1p36.33	6.15	5.30	1.49	1.47	0.85	5.38e-11	4.76e-10	(A) Black or African American
KDM5B	1q32.1	11.44	11.83	0.68	0.63	-0.39	5.40e-11	4.78e-10	(B) White
ZMIZ2	7p13	11.45	11.12	0.58	0.52	0.33	5.41e-11	4.79e-10	(A) Black or African American
SORBS1	10q24.1	9.05	9.77	1.26	1.19	-0.72	5.44e-11	4.81e-10	(B) White
POLR2I	19q13.12	9.35	8.91	0.81	0.63	0.45	5.46e-11	4.83e-10	(A) Black or African American
WIPI2	7p22.1	10.89	10.65	0.42	0.39	0.24	5.49e-11	4.85e-10	(A) Black or African American
STAG1	3q22.3	9.15	9.74	1.09	0.68	-0.59	5.51e-11	4.87e-10	(B) White
PTMA	2q37.1	14.35	14.04	0.56	0.54	0.32	5.53e-11	4.88e-10	(A) Black or African American
ELF1	13q14.11	10.24	10.72	0.86	0.70	-0.48	5.54e-11	4.89e-10	(B) White
SLC16A3	17q25.3	9.82	9.15	1.15	1.24	0.67	5.62e-11	4.96e-10	(A) Black or African American
CCNB2	15q22.2	9.02	8.37	1.11	1.27	0.65	5.64e-11	4.97e-10	(A) Black or African American
TNNT2	1q32.1	3.35	1.94	2.56	1.88	1.41	5.67e-11	4.99e-10	(A) Black or African American
TMEM234	1p35.2	7.73	7.36	0.65	0.58	0.36	5.71e-11	5.02e-10	(A) Black or African American
LOC145783	15q21.3	5.58	5.09	0.84	0.86	0.48	5.75e-11	5.06e-10	(A) Black or African American
ZNF133	20p11.23	8.54	8.17	0.66	0.64	0.38	5.76e-11	5.06e-10	(A) Black or African American
ANGPTL6	19p13.2	3.00	2.30	1.24	1.08	0.70	5.81e-11	5.11e-10	(A) Black or African American
PEX6	6p21.1	9.96	9.49	0.81	0.83	0.47	5.84e-11	5.13e-10	(A) Black or African American
MCC	5q22.2	8.62	9.30	1.20	1.07	-0.67	5.86e-11	5.15e-10	(B) White
SNRPD3	22q11.23	11.10	10.77	0.58	0.52	0.33	5.89e-11	5.17e-10	(A) Black or African American
RPLP2	11p15.5	13.62	13.12	0.89	0.80	0.50	5.90e-11	5.18e-10	(A) Black or African American
ITGB1BP1	2p25.1	9.89	9.61	0.50	0.46	0.28	5.91e-11	5.19e-10	(A) Black or African American
TRMT1L	1q25.3	9.05	9.42	0.65	0.58	-0.36	5.99e-11	5.26e-10	(B) White
FAM171A2	17q21.31	5.98	5.18	1.39	1.40	0.80	6.01e-11	5.27e-10	(A) Black or African American
TOP2B	3p24.2	11.82	12.12	0.53	0.50	-0.30	6.02e-11	5.28e-10	(B) White
LINC00965	8p23.1	1.73	2.39	1.16	1.11	-0.66	6.11e-11	5.35e-10	(B) White
DST	6p12.1	10.97	11.65	1.21	1.09	-0.68	6.11e-11	5.35e-10	(B) White
COL14A1	8q24.12	9.30	10.42	2.00	1.75	-1.12	6.14e-11	5.37e-10	(B) White
TNK2	3q29	10.69	10.26	0.75	0.75	0.43	6.15e-11	5.38e-10	(A) Black or African American
CHERP	19p13.11	10.65	10.39	0.46	0.43	0.26	6.15e-11	5.38e-10	(A) Black or African American
ZNF396	18q12.2	5.57	6.23	1.18	0.96	-0.66	6.18e-11	5.40e-10	(B) White
TMED1	19p13.2	9.32	8.93	0.69	0.63	0.39	6.19e-11	5.40e-10	(A) Black or African American
FAM167B	1p35.2	6.47	5.92	0.97	0.86	0.55	6.19e-11	5.41e-10	(A) Black or African American
C19ORF24	19p13.3	9.53	9.00	0.95	0.77	0.53	6.34e-11	5.54e-10	(A) Black or African American
MMAA	4q31.21	7.76	8.06	0.53	0.47	-0.30	6.36e-11	5.55e-10	(B) White
ZNF829	19q13.12	3.97	4.70	1.32	1.10	-0.73	6.37e-11	5.55e-10	(B) White
TUBB7P	4q35.2	1.95	1.37	1.04	0.97	0.59	6.37e-11	5.55e-10	(A) Black or African American
AASDHPPT	11q22.3	9.41	9.75	0.62	0.54	-0.35	6.42e-11	5.60e-10	(B) White
FAM241B	10q22.1	8.13	7.64	0.88	0.78	0.49	6.54e-11	5.70e-10	(A) Black or African American
ZNF528	19q13.41	7.47	8.12	1.16	1.01	-0.65	6.55e-11	5.70e-10	(B) White
DGCR6	22q11.21|22q11	8.95	8.40	0.99	0.89	0.56	6.56e-11	5.71e-10	(A) Black or African American
ZKSCAN8	6p22.1	7.32	8.43	2.05	1.28	-1.11	6.57e-11	5.71e-10	(B) White
ZNF366	5q13.2|5q13.2	3.77	4.68	1.64	1.31	-0.91	6.59e-11	5.73e-10	(B) White
TNIK	3q26.2-q26.31	6.87	7.89	1.81	1.62	-1.01	6.64e-11	5.77e-10	(B) White
GRAMD1A	19q13.11	11.02	10.69	0.59	0.56	0.33	6.68e-11	5.80e-10	(A) Black or African American
DRG2	17p11.2	9.46	9.18	0.50	0.52	0.28	6.68e-11	5.80e-10	(A) Black or African American
PBX4	19p13.11	4.12	3.32	1.42	1.27	0.80	6.75e-11	5.86e-10	(A) Black or African American
CBX5	12q13.13	11.34	11.71	0.64	0.61	-0.36	6.83e-11	5.93e-10	(B) White
PLS1	3q23	7.38	8.07	1.21	1.26	-0.69	6.85e-11	5.94e-10	(B) White
PURA	5q31.3	7.95	8.29	0.61	0.54	-0.34	6.89e-11	5.97e-10	(B) White
SETD9	5q11.2	6.25	6.81	1.00	0.85	-0.56	6.96e-11	6.03e-10	(B) White
ATOH7	10q21.3|10q21.3-q22.1	1.45	0.79	1.19	0.96	0.66	6.97e-11	6.04e-10	(A) Black or African American
NCAM2	21q21.1	5.69	7.09	2.50	2.26	-1.40	6.98e-11	6.04e-10	(B) White
BBS9	7p14.3	7.72	8.09	0.67	0.53	-0.37	6.99e-11	6.05e-10	(B) White
APAF1	12q23.1	8.62	8.99	0.67	0.57	-0.37	7.00e-11	6.06e-10	(B) White
C11ORF58	11p15.2	11.48	11.72	0.42	0.40	-0.24	7.02e-11	6.07e-10	(B) White
CNOT8	5q33.2	10.24	10.53	0.51	0.45	-0.28	7.04e-11	6.08e-10	(B) White
FUT7	9q34.3	4.28	3.37	1.64	1.41	0.92	7.05e-11	6.09e-10	(A) Black or African American
KIAA0232	4p16.1	10.04	10.52	0.87	0.71	-0.48	7.06e-11	6.10e-10	(B) White
IGSF9B	11q25	3.13	4.25	1.98	1.93	-1.12	7.10e-11	6.13e-10	(B) White
NUDT8	11q13.2	6.81	5.93	1.56	1.48	0.88	7.28e-11	6.28e-10	(A) Black or African American
NEK9	14q24.3	10.51	10.85	0.61	0.53	-0.34	7.35e-11	6.33e-10	(B) White
FBXO36	2q36.3	6.61	7.27	1.19	1.01	-0.66	7.39e-11	6.37e-10	(B) White
NAIP	5q13.2	5.43	6.20	1.40	1.05	-0.77	7.40e-11	6.38e-10	(B) White
ANGPTL1	1q25.2	4.35	5.27	1.63	1.61	-0.93	7.41e-11	6.38e-10	(B) White
SPINDOC	11q13.1	9.04	8.66	0.66	0.68	0.38	7.44e-11	6.40e-10	(A) Black or African American
MED27	9q34.13	8.28	7.98	0.55	0.46	0.30	7.45e-11	6.41e-10	(A) Black or African American
IGIP	5q31.3	7.59	8.01	0.73	0.70	-0.41	7.53e-11	6.48e-10	(B) White
USP30	12q24.11	8.46	8.78	0.57	0.53	-0.32	7.56e-11	6.50e-10	(B) White
STRN	2p22.2	7.75	8.54	1.42	1.09	-0.78	7.61e-11	6.54e-10	(B) White
TCTN2	12q24.31	8.46	8.91	0.80	0.70	-0.45	7.64e-11	6.56e-10	(B) White
ASCC2	22q12.2	10.51	10.24	0.46	0.46	0.26	7.70e-11	6.61e-10	(A) Black or African American
P2RY1	3q25.2	3.19	3.98	1.43	1.17	-0.79	7.70e-11	6.61e-10	(B) White
GFM1	3q25.32	10.23	10.54	0.55	0.52	-0.31	7.71e-11	6.62e-10	(B) White
MECOM	3q26.2	7.08	7.74	1.20	1.01	-0.66	7.72e-11	6.62e-10	(B) White
LRRC61	7q36.1	8.72	8.26	0.81	0.76	0.46	7.72e-11	6.62e-10	(A) Black or African American
ARVCF	22q11.21	8.80	8.22	1.03	0.99	0.58	7.77e-11	6.66e-10	(A) Black or African American
CHD6	20q12	10.20	10.73	0.98	0.73	-0.54	7.79e-11	6.67e-10	(B) White
DUBR	3q13.12	6.64	7.23	1.04	1.01	-0.59	7.80e-11	6.68e-10	(B) White
CDKN2A	9p21.3	8.23	7.01	2.25	1.57	1.22	7.81e-11	6.68e-10	(A) Black or African American
BICC1	10q21.1	5.42	6.63	2.19	1.74	-1.21	7.81e-11	6.68e-10	(B) White
SPATA46	1q23.3	0.90	1.50	1.02	1.25	-0.61	7.83e-11	6.70e-10	(B) White
ATP5MC1	17q21.32	10.16	9.66	0.89	0.79	0.50	7.89e-11	6.74e-10	(A) Black or African American
MRPL20	1p36.33	10.61	10.24	0.68	0.53	0.37	7.90e-11	6.75e-10	(A) Black or African American
LPAR1	9q31.3	7.64	8.36	1.32	1.03	-0.73	7.95e-11	6.79e-10	(B) White
GTSE1	22q13.31	8.03	7.36	1.16	1.24	0.66	8.01e-11	6.84e-10	(A) Black or African American
MRPL11	11q13.2	9.67	9.27	0.71	0.67	0.40	8.03e-11	6.85e-10	(A) Black or African American
RAPGEF4	2q31.1	6.63	7.34	1.27	1.13	-0.71	8.05e-11	6.87e-10	(B) White
CIAO3	16p13.3	9.70	9.26	0.80	0.69	0.44	8.06e-11	6.87e-10	(A) Black or African American
RHOG	11p15.4	10.25	9.94	0.56	0.53	0.31	8.11e-11	6.91e-10	(A) Black or African American
BCOR	Xp11.4	9.68	10.15	0.84	0.76	-0.47	8.15e-11	6.94e-10	(B) White
KIAA1958	9q32	5.19	5.91	1.31	1.10	-0.72	8.17e-11	6.96e-10	(B) White
MYO5A	15q21.2	9.37	9.83	0.84	0.74	-0.47	8.22e-11	7.00e-10	(B) White
TUBA1B	12q13.12	14.32	14.02	0.53	0.55	0.30	8.23e-11	7.00e-10	(A) Black or African American
ARMC5	16p11.2	8.69	8.23	0.83	0.72	0.46	8.30e-11	7.05e-10	(A) Black or African American
TMEM244	6q22.33	0.28	0.58	0.46	0.77	-0.30	8.36e-11	7.11e-10	(B) White
TARBP2	12q13.13	8.98	8.60	0.69	0.55	0.38	8.43e-11	7.16e-10	(A) Black or African American
VASP	19q13.32	11.24	10.92	0.57	0.52	0.32	8.44e-11	7.16e-10	(A) Black or African American
IQUB	7q31.32	2.65	3.53	1.53	1.63	-0.87	8.45e-11	7.17e-10	(B) White
STC1	8p21.2	8.81	9.79	1.72	1.73	-0.98	8.51e-11	7.22e-10	(B) White
BLOC1S4	4p16.1	8.50	8.17	0.58	0.48	0.32	8.52e-11	7.23e-10	(A) Black or African American
AMPD2	1p13.3	9.75	9.39	0.64	0.58	0.36	8.54e-11	7.24e-10	(A) Black or African American
CHD2	15q26.1	10.77	11.08	0.55	0.48	-0.31	8.55e-11	7.25e-10	(B) White
NCR3LG1	11p15.1	4.37	5.31	1.70	1.48	-0.95	8.57e-11	7.26e-10	(B) White
LOC728743	7q36.1	7.63	7.19	0.79	0.74	0.44	8.58e-11	7.27e-10	(A) Black or African American
AOC3	17q21.31	8.50	9.26	1.34	1.32	-0.76	8.61e-11	7.29e-10	(B) White
PUM1	1p35.2	10.93	11.21	0.50	0.40	-0.27	8.67e-11	7.34e-10	(B) White
NXT1	20p11.21	8.81	8.44	0.65	0.58	0.36	8.73e-11	7.38e-10	(A) Black or African American
BTBD9	6p21.2	8.87	9.15	0.51	0.50	-0.29	8.77e-11	7.41e-10	(B) White
NOTCH2	1p12	11.92	12.38	0.82	0.77	-0.46	8.78e-11	7.42e-10	(B) White
SYNPO2	4q26	8.61	9.50	1.61	1.41	-0.90	8.85e-11	7.47e-10	(B) White
SPEN	1p36.21-p36.13	10.58	10.96	0.68	0.55	-0.38	8.85e-11	7.47e-10	(B) White
NRXN3	14q24.3-q31.1	4.43	5.45	1.80	1.78	-1.02	8.86e-11	7.47e-10	(B) White
RUVBL1	3q21.3	10.49	10.14	0.62	0.56	0.34	8.90e-11	7.51e-10	(A) Black or African American
CDC42EP1	22q13.1	10.81	10.17	1.17	0.94	0.64	8.93e-11	7.53e-10	(A) Black or African American
GPR34	Xp11.4	6.38	7.02	1.12	1.15	-0.64	8.94e-11	7.54e-10	(B) White
TMEM201	1p36.22	8.78	8.40	0.68	0.57	0.38	8.95e-11	7.54e-10	(A) Black or African American
ANKRD42	11q14.1	7.82	8.29	0.85	0.79	-0.48	9.04e-11	7.61e-10	(B) White
DAAM1	14q23.1	8.61	9.27	1.21	0.92	-0.66	9.08e-11	7.64e-10	(B) White
PRKAR1B	7p22.3	8.15	7.60	0.99	0.90	0.55	9.10e-11	7.66e-10	(A) Black or African American
IFNAR1	21q22.11	10.60	10.87	0.48	0.39	-0.26	9.12e-11	7.67e-10	(B) White
SKIL	3q26.2	8.91	9.55	1.16	1.01	-0.64	9.14e-11	7.68e-10	(B) White
NEDD1	12q23.1	8.82	9.22	0.72	0.55	-0.39	9.14e-11	7.68e-10	(B) White
RLF	1p34.2	8.97	9.32	0.62	0.59	-0.35	9.15e-11	7.68e-10	(B) White
TRAPPC8	18q12.1	9.65	10.08	0.79	0.57	-0.43	9.17e-11	7.70e-10	(B) White
CCDC30	1p34.2	5.97	6.63	1.19	0.97	-0.66	9.20e-11	7.72e-10	(B) White
LONRF2	2q11.2	7.18	8.67	2.71	2.17	-1.49	9.23e-11	7.74e-10	(B) White
KIF27	9q21.32	5.93	6.54	1.12	0.92	-0.62	9.23e-11	7.74e-10	(B) White
PRRC2C	1q24.3	12.10	12.47	0.67	0.57	-0.37	9.24e-11	7.75e-10	(B) White
TXNDC16	14q22.1	8.44	9.01	1.03	0.91	-0.57	9.27e-11	7.76e-10	(B) White
BRMS1	11q13.2	10.23	9.82	0.72	0.69	0.40	9.27e-11	7.77e-10	(A) Black or African American
RPL8	8q24.3	15.16	14.65	0.92	0.84	0.51	9.29e-11	7.77e-10	(A) Black or African American
STK19	6p21.33	8.94	8.55	0.71	0.55	0.39	9.32e-11	7.80e-10	(A) Black or African American
LOC400710	19q13.33	2.06	1.19	1.66	0.82	0.88	9.34e-11	7.82e-10	(A) Black or African American
SREK1IP1	5q12.3	8.81	9.11	0.54	0.47	-0.30	9.37e-11	7.83e-10	(B) White
PAFAH1B1	17p13.3	11.27	11.51	0.42	0.46	-0.24	9.38e-11	7.84e-10	(B) White
SOCS6	18q22.2	9.52	9.96	0.78	0.70	-0.44	9.40e-11	7.86e-10	(B) White
DGUOK	2p13.1	9.89	9.56	0.59	0.51	0.33	9.44e-11	7.88e-10	(A) Black or African American
USP4	3p21.31	10.22	10.43	0.38	0.37	-0.21	9.44e-11	7.88e-10	(B) White
MSH5	6p21.33	7.77	7.24	0.96	0.89	0.53	9.48e-11	7.91e-10	(A) Black or African American
LUZP1	1p36.12	9.37	9.74	0.67	0.63	-0.38	9.55e-11	7.97e-10	(B) White
CAB39	2q37.1	10.71	10.98	0.48	0.45	-0.27	9.62e-11	8.02e-10	(B) White
ZNF117	7q11.21	9.59	10.20	1.11	1.01	-0.62	9.63e-11	8.02e-10	(B) White
PRKD2	19q13.32	10.44	10.16	0.51	0.49	0.29	9.63e-11	8.02e-10	(A) Black or African American
SUCLA2	13q14.2	9.15	9.47	0.56	0.51	-0.31	9.64e-11	8.03e-10	(B) White
C7ORF61	7q22.1	2.85	2.15	1.27	1.14	0.71	9.72e-11	8.09e-10	(A) Black or African American
GLUL	1q25.3	13.91	14.45	0.96	0.95	-0.54	9.73e-11	8.10e-10	(B) White
RNASEH2C	11q13.1	9.50	9.01	0.88	0.74	0.48	9.77e-11	8.13e-10	(A) Black or African American
USP24	1p32.3	10.38	10.72	0.60	0.55	-0.34	9.77e-11	8.13e-10	(B) White
EPHA3	3p11.1	5.11	6.10	1.76	1.73	-0.99	9.87e-11	8.20e-10	(B) White
RNPEPL1	2q37.3	10.77	10.45	0.57	0.56	0.32	9.88e-11	8.21e-10	(A) Black or African American
CLDN12	7q21.13	9.61	10.03	0.76	0.70	-0.42	9.88e-11	8.21e-10	(B) White
CDKN2D	19p13.2	8.03	7.55	0.85	0.83	0.48	9.91e-11	8.23e-10	(A) Black or African American
TSTD2	9q22.33	8.38	8.99	1.15	0.71	-0.61	9.92e-11	8.23e-10	(B) White
HMCN1	1q25.3-q31.1	8.11	9.12	1.83	1.59	-1.01	9.93e-11	8.24e-10	(B) White
HIST1H2AH	6p22.1	1.22	0.68	0.99	0.79	0.54	9.99e-11	8.28e-10	(A) Black or African American
HJURP	2q37.1	8.39	7.72	1.16	1.29	0.67	1.00e-10	8.30e-10	(A) Black or African American
KLHL8	4q22.1	7.94	8.43	0.90	0.67	-0.49	1.00e-10	8.31e-10	(B) White
